Profile,,,wipe_tower_extruder,Wipe tower extruder,coInt,The extruder to use when printing perimeter of the wipe tower. Set to 0 to use the one that is available (non-soluble would be preferred).,Deleted
Build Time : 2024-11-21 at 09:25:32 UTC,Commit :7d94698f40f53400c7a7b4b22e638e3a09ee0660,,,,,,,
Field,Main Group,Sub Group,Key,Name,Type,Description,Change Info,
Profile,Support,Advanced,support_top_z_distance,Top Z distance,coFloat,The z gap between the top support interface and object,Unchanged,
Profile,Support,Advanced,support_xy_overrides_z,Support Distance Priority,coEnum,When 'X/Y overrides Z' is selected; the horizontal distance between the model and the support structure will remain constant; but it will result in a larger Z distance. When 'Z overrides X/Y' is selected; the distance between the support and the model in the overhang area remains constant; while the support in the XY direction provides better stability for the overhang.,Added,
Profile,Support,Advanced,tree_hybrid_cross_height,Cross support height limitation,coFloat,In low; flat surface holes of the model; cross supports are easier to remove;when set to 0; this feature is disabled.,Added,
Profile,Support,Raft,raft_contact_distance,Raft contact Z distance,coFloat,Z gap between object and raft. Ignored for soluble interface,Unchanged,
Profile,Support,Raft,raft_layers,Raft layers,coInt,Object will be raised by this number of support layers. Use this function to avoid wrapping when print ABS,Unchanged,
Profile,Support,Support,enable_support,Enable support,coBool,Enable support generation.,Unchanged,
Profile,Support,Support,minimum_support_area,Small Overhang Area,coFloat,Minimum area size for support polygons. Polygons which have an area smaller than this value will not be generated.,Added,
Profile,Support,Support,raft_first_layer_density,Initial layer density,coPercent,Density of the first raft or support layer,Unchanged,
Profile,Support,Support,raft_first_layer_expansion,Initial layer expansion,coFloat,Expand the first raft or support layer to improve bed plate adhesion,Unchanged,
Profile,Support,Support,support_critical_regions_only,Support critical regions only,coBool,Only create support for critical regions including sharp tail; cantilever; etc.,Unchanged,
Profile,Support,Support,support_on_build_plate_only,On build plate only,coBool,Don't create support on model surface; only on build plate,Unchanged,
Profile,Support,Support,support_remove_small_overhang,Remove small overhangs,coBool,Remove small overhangs that possibly need no supports.,Unchanged,
Profile,Support,Support,support_style,Style,coEnum,Style and shape of the support. For normal support; projecting the supports into a regular grid will create more stable supports (default); while snug support towers will save material and reduce object scarring.;For tree support; slim and organic style will merge branches more aggressively and save a lot of material (default organic); while hybrid style will create similar structure to normal support under large flat overhangs.,Unchanged,
Profile,Support,Support,support_threshold_angle,Threshold angle,coInt,Support will be generated for overhangs whose slope angle is below the threshold.,Unchanged,
Profile,Support,Support,support_type,Type,coEnum,normal(auto) and tree(auto) is used to generate support automatically. If normal(manual) or tree(manual) is selected; only support enforcers are generated,Unchanged,
Profile,Support,Support filament,support_filament,Support/raft base,coInt,"Filament to print support base and raft. ""Default"" means no specific filament for support and current filament is used",Unchanged,
Profile,Support,Support filament,support_interface_filament,Support/raft interface,coInt,"Filament to print support interface. ""Default"" means no specific filament for support interface and current filament is used",Unchanged,
Profile,Support,Support filament,support_interface_not_for_body,Avoid interface filament for base,coBool,Avoid using support interface filament to print support base if possible.,Unchanged,
Profile,Support,Tree supports,tree_support_adaptive_layer_height,Adaptive layer height,coBool,Enabling this option means the height of  tree support layer except the first will be automatically calculated ,Unchanged,
Profile,Support,Tree supports,tree_support_angle_slow,Preferred Branch Angle,coFloat,The preferred angle of the branches; when they do not have to avoid the model. Use a lower angle to make them more vertical and more stable. Use a higher angle for branches to merge faster.,Unchanged,
Profile,Support,Tree supports,tree_support_auto_brim,Auto brim width,coBool,Enabling this option means the width of the brim for tree support will be automatically calculated,Unchanged,
Profile,Support,Tree supports,tree_support_branch_angle,Tree support branch angle,coFloat,This setting determines the maximum overhang angle that t he branches of tree support allowed to make.If the angle is increased; the branches can be printed more horizontally; allowing them to reach farther.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_angle_organic,Tree support branch angle,coFloat,This setting determines the maximum overhang angle that t he branches of tree support allowed to make.If the angle is increased; the branches can be printed more horizontally; allowing them to reach farther.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_diameter,Tree support branch diameter,coFloat,This setting determines the initial diameter of support nodes.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_diameter_angle,Branch Diameter Angle,coFloat,The angle of the branches' diameter as they gradually become thicker towards the bottom. An angle of 0 will cause the branches to have uniform thickness over their length. A bit of an angle can increase stability of the organic support.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_diameter_double_wall,Branch Diameter with double walls,coFloat,Branches with area larger than the area of a circle of this diameter will be printed with double walls for stability. Set this value to zero for no double walls.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_diameter_organic,Tree support branch diameter,coFloat,This setting determines the initial diameter of support nodes.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_distance,Tree support branch distance,coFloat,This setting determines the distance between neighboring tree support nodes.,Unchanged,
Profile,Support,Tree supports,tree_support_branch_distance_organic,Tree support branch distance,coFloat,This setting determines the distance between neighboring tree support nodes.,Unchanged,
Profile,Support,Tree supports,tree_support_brim_width,Tree support brim width,coFloat,Distance from tree branch to the outermost brim line,Unchanged,
Profile,Support,Tree supports,tree_support_tip_diameter,Tip Diameter,coFloat,Branch tip diameter for organic supports.,Unchanged,
Profile,Support,Tree supports,tree_support_top_rate,Branch Density,coPercent,Adjusts the density of the support structure used to generate the tips of the branches. A higher value results in better overhangs but the supports are harder to remove; thus it is recommended to enable top support interfaces instead of a high branch density value if dense interfaces are needed.,Unchanged,
Profile,Support,Tree supports,tree_support_wall_count,Support wall loops,coInt,This setting specify the count of walls around support,Unchanged,
